CE ID,Contracting Entity,Type of Organization,Program Type (SFSP or SSFO),Type of SFSP,TDA Region,ESC Region,County, Sites Claiming , Breakfast Days Claimed , Severe Need Breakfast Days Claimed , AM Snack Days Claimed , Lunch Days Claimed , PM Snack Days Claimed , Supper Days Claimed , Breakfast Meals , Severe Need Breakfast Meals , AM Snack Meals , Lunch Meals , LUNCH ADP , PM Snack Meals , Supper Meals , TOTAL MEALS , Breakfast Reimbursement , Severe Need Breakfast Reimbursement , AM Snack Reimbursement , Lunch Reimbursement , PM Snack Reimbursement , Supper Reimbursement , Admin Reimbursement , Total Reimbursement 
984,TIMPSON ISD,Educational Institution,SSFO,,3,7,Shelby ,1, -   ,18, -   ,18, -   , -   , -   ,"1,320", -   ,"1,851",103, -   , -   ,"3,171", -   ,"2,548", -   ,"5,664", -   , -   , -   ,"8,212"
992,LINDALE ISD,Educational Institution,SSFO,,2,7,Smith ,2, -   ,16, -   ,16, -   , -   , -   ,"1,494", -   ,"2,486",155, -   , -   ,"3,980", -   ,"2,883", -   ,"7,607", -   , -   , -   ,"10,491"
994,TYLER ISD,Educational Institution,SSFO,,2,7,Smith ,14, -   ,39, -   ,38, -   , -   , -   ,"5,450", -   ,"7,486",197, -   , -   ,"12,936", -   ,"10,599", -   ,"23,100", -   , -   , -   ,"33,700"
996,CHAPEL HILL ISD-TYLER,Educational Institution,SSFO,,2,7,Smith ,6, -   ,30, -   ,30, -   , -   , -   ,"4,152", -   ,"5,868",196, -   , -   ,"10,020", -   ,"8,055", -   ,"18,029", -   , -   , -   ,"26,084"
997,WINONA ISD,Educational Institution,SSFO,,2,7,Smith ,2, -   ,28, -   ,28, -   , -   , -   ,"1,187", -   ,"2,058",74, -   , -   ,"3,245", -   ,"2,305", -   ,"6,328", -   , -   , -   ,"8,632"
999,GLEN ROSE ISD,Educational Institution,SSFO,,2,11,Somervell ,4,16,16, -   ,16, -   , -   ,171,"1,484", -   ,"1,749",109, -   , -   ,"3,404",277,"2,864", -   ,"5,352", -   , -   , -   ,"8,493"
1000,RIO GRANDE CITY ISD,Educational Institution,SSFO,,5,1,Starr ,25,29,37, -   ,38, -   , -   ,"4,197","28,300", -   ,"33,706",887, -   , -   ,"66,203","6,898","54,768", -   ,"103,637", -   , -   , -   ,"165,302"
1003,BRECKENRIDGE ISD,Educational Institution,SSFO,,1,14,Stephens ,1, -   ,18, -   ,18, -   , -   , -   ,"1,448", -   ,"1,628",90, -   , -   ,"3,076", -   ,"2,795", -   ,"4,982", -   , -   , -   ,"7,776"
1009,KRESS ISD,Educational Institution,SSFO,,1,16,Swisher ,1, -   , -   , -   ,16, -   , -   , -   , -   , -   ,150,9, -   , -   ,150, -   , -   , -   ,459, -   , -   , -   ,459
1018,BIRDVILLE ISD,Educational Institution,SSFO,,2,11,Tarrant ,5, -   ,27, -   ,27, -   , -   , -   ,"6,030", -   ,"11,836",438, -   , -   ,"17,866", -   ,"11,670", -   ,"36,389", -   , -   , -   ,"48,058"
1020,FORT WORTH ISD,Educational Institution,SSFO,,2,11,Tarrant ,146,10,45, -   ,45, -   , -   ,367,"78,105", -   ,"120,050","2,668", -   , -   ,"198,522",595,"151,900", -   ,"370,393", -   , -   , -   ,"522,888"
1021,GRAPEVINE-COLLEYVILLE ISD,Educational Institution,SSFO,,2,11,Tarrant ,7, -   ,49, -   ,49, -   , -   , -   ,"6,521", -   ,"15,159",309, -   , -   ,"21,680", -   ,"12,749", -   ,"46,684", -   , -   , -   ,"59,434"
1023,MANSFIELD ISD,Educational Institution,SSFO,,2,11,Tarrant ,6, -   ,27, -   ,27, -   , -   , -   ,"8,541", -   ,"13,466",499, -   , -   ,"22,007", -   ,"16,608", -   ,"41,343", -   , -   , -   ,"57,951"
1025,CROWLEY ISD,Educational Institution,SSFO,,2,11,Tarrant ,12, -   ,54, -   ,54, -   , -   , -   ,"12,507", -   ,"22,012",408, -   , -   ,"34,519", -   ,"24,636", -   ,"68,539", -   , -   , -   ,"93,174"
1027,AZLE ISD,Educational Institution,SSFO,,2,11,Tarrant ,10, -   ,40, -   ,41, -   , -   , -   ,"6,643", -   ,"5,510",134, -   , -   ,"12,153", -   ,"13,072", -   ,"17,139", -   , -   , -   ,"30,211"
1029,CASTLEBERRY ISD,Educational Institution,SSFO,,2,11,Tarrant ,1, -   ,14, -   ,14, -   , -   , -   ,"2,605", -   ,"3,942",282, -   , -   ,"6,547", -   ,"5,028", -   ,"12,063", -   , -   , -   ,"17,090"
1030,EAGLE MT-SAGINAW ISD,Educational Institution,SSFO,,2,11,Tarrant ,7, -   ,31, -   ,31, -   , -   , -   ,"6,884", -   ,"10,142",327, -   , -   ,"17,026", -   ,"13,316", -   ,"31,143", -   , -   , -   ,"44,459"
1032,WHITE SETTLEMENT ISD,Educational Institution,SSFO,,2,11,Tarrant ,2, -   ,15, -   ,15, -   , -   , -   ,"2,429", -   ,"2,703",180, -   , -   ,"5,132", -   ,"4,688", -   ,"8,271", -   , -   , -   ,"12,959"
1033,TEXAS COLLEGE PREPARATORY ACADEMIES,Educational Institution,SSFO,,1,14,Taylor ,9,23,25,25,20, -   , -   ,622,"1,962","1,675",142,7, -   , -   ,"4,401","1,010","3,818","1,388",440, -   , -   , -   ,"6,656"
1046,WINFIELD ISD,Educational Institution,SSFO,,2,8,Titus ,1, -   ,12, -   ,12, -   , -   , -   ,184, -   ,218,18, -   , -   ,402, -   ,355, -   ,667, -   , -   , -   ,"1,022"
1047,CHAPEL HILL ISD-MT. PLEASANT,Educational Institution,SSFO,,2,8,Titus ,2, -   ,30, -   ,30, -   , -   , -   ,553, -   ,769,26, -   , -   ,"1,322", -   ,"1,068", -   ,"2,354", -   , -   , -   ,"3,422"
1048,HARTS BLUFF ISD,Educational Institution,SSFO,,2,8,Titus ,2, -   ,22, -   ,22, -   , -   , -   ,472, -   ,"1,045",48, -   , -   ,"1,517", -   ,914, -   ,"3,210", -   , -   , -   ,"4,124"
1061,CEDARS INTERNATIONAL ACADEMY,Educational Institution,SSFO,,4,13,Travis ,2, -   ,30, -   ,30, -   , -   , -   ,"1,022", -   ,"2,285",76, -   , -   ,"3,307", -   ,"1,991", -   ,"7,056", -   , -   , -   ,"9,047"
1067,EAST AUSTIN COLLEGE PREP ACADEMY,Educational Institution,SSFO,,4,13,Travis ,2, -   ,31, -   ,31, -   , -   , -   ,"1,083", -   ,"1,595",51, -   , -   ,"2,678", -   ,"2,112", -   ,"4,930", -   , -   , -   ,"7,042"
1068,AUSTIN ISD,Educational Institution,SSFO,,4,13,Travis ,53,10,41, -   ,41, -   , -   ,732,"49,156", -   ,"77,251","1,884", -   , -   ,"127,139","1,186","95,139", -   ,"237,076", -   , -   , -   ,"333,402"
1069,PFLUGERVILLE ISD,Educational Institution,SSFO,,4,13,Travis ,22, -   ,32,50,50, -   , -   , -   ,"16,803","8,308","37,863",757, -   , -   ,"62,974", -   ,"32,573","6,912","116,915", -   , -   , -   ,"156,400"
1070,MANOR ISD,Educational Institution,SSFO,,4,13,Travis ,6, -   ,34, -   ,34, -   , -   , -   ,"11,162", -   ,"17,373",511, -   , -   ,"28,535", -   ,"21,793", -   ,"53,770", -   , -   , -   ,"75,563"
1072,DEL VALLE ISD,Educational Institution,SSFO,,4,13,Travis ,12, -   ,50, -   ,50, -   , -   , -   ,"20,801", -   ,"30,225",605, -   , -   ,"51,026", -   ,"40,824", -   ,"93,888", -   , -   , -   ,"134,712"
1075,GROVETON ISD,Educational Institution,SSFO,,3,6,Trinity ,1, -   , -   , -   ,15, -   , -   , -   , -   , -   ,939,63, -   , -   ,939, -   , -   , -   ,"2,873", -   , -   , -   ,"2,873"
1078,APPLE SPRINGS ISD,Educational Institution,SSFO,,3,6,Trinity ,1, -   ,13, -   ,13, -   , -   , -   ,240, -   ,230,18, -   , -   ,470, -   ,463, -   ,704, -   , -   , -   ,"1,167"
1080,WOODVILLE ISD,Educational Institution,SSFO,,3,5,Tyler ,3,14,24, -   ,24, -   , -   ,120,"1,139", -   ,"1,300",54, -   , -   ,"2,559",194,"2,214", -   ,"4,007", -   , -   , -   ,"6,416"
1081,WARREN ISD,Educational Institution,SSFO,,3,5,Tyler ,2, -   ,16, -   ,16, -   , -   , -   ,550, -   ,586,37, -   , -   ,"1,136", -   ,"1,062", -   ,"1,794", -   , -   , -   ,"2,855"
1086,ORE CITY ISD,Educational Institution,SSFO,,2,7,Upshur ,4, -   , -   , -   ,25, -   , -   , -   , -   , -   ,"2,641",106, -   , -   ,"2,641", -   , -   , -   ,"8,120", -   , -   , -   ,"8,120"
1095,SABINAL ISD,Educational Institution,SSFO,,4,20,Uvalde ,2, -   ,28, -   ,28, -   , -   , -   ,"3,286", -   ,"3,612",129, -   , -   ,"6,898", -   ,"6,447", -   ,"11,214", -   , -   , -   ,"17,661"
1096,UVALDE CONS ISD,Educational Institution,SSFO,,4,20,Uvalde ,9, -   ,32, -   ,32, -   , -   , -   ,"8,036", -   ,"10,795",337, -   , -   ,"18,831", -   ,"15,647", -   ,"33,253", -   , -   , -   ,"48,901"
1101,EDGEWOOD ISD-EDGEWOOD,Educational Institution,SSFO,,2,7,Van Zandt ,2, -   ,18, -   , -   , -   , -   , -   ,75, -   , -   , - , -   , -   ,75, -   ,145, -   , -   , -   , -   , -   ,145
1102,GRAND SALINE ISD,Educational Institution,SSFO,,2,7,Van Zandt ,1, -   ,14, -   ,14, -   , -   , -   ,266, -   ,439,31, -   , -   ,705, -   ,513, -   ,"1,343", -   , -   , -   ,"1,857"
1104,VAN ISD,Educational Institution,SSFO,,2,7,Van Zandt ,1, -   ,16, -   , -   , -   , -   , -   ,"1,317", -   , -   , - , -   , -   ,"1,317", -   ,"2,542", -   , -   , -   , -   , -   ,"2,542"
1108,BLOOMINGTON ISD,Educational Institution,SSFO,,3,3,Victoria ,4, -   ,24, -   ,24, -   , -   , -   ,"3,384", -   ,"3,384",141, -   , -   ,"6,768", -   ,"6,590", -   ,"10,444", -   , -   , -   ,"17,034"
1112,HUNTSVILLE ISD,Educational Institution,SSFO,,3,6,Walker ,14,52,35, -   ,52, -   , -   ,"10,994","5,740", -   ,"22,619",435, -   , -   ,"39,353","18,128","11,175", -   ,"70,504", -   , -   , -   ,"99,806"
1118,BRENHAM ISD,Educational Institution,SSFO,,3,6,Washington ,2, -   ,29, -   ,29, -   , -   , -   ,"4,058", -   ,"8,626",297, -   , -   ,"12,684", -   ,"7,925", -   ,"26,714", -   , -   , -   ,"34,639"
1127,EL CAMPO ISD,Educational Institution,SSFO,,3,3,Wharton ,3, -   ,32, -   ,32, -   , -   , -   ,"2,786", -   ,"4,764",149, -   , -   ,"7,550", -   ,"5,476", -   ,"14,861", -   , -   , -   ,"20,337"
1128,WHARTON ISD,Educational Institution,SSFO,,3,3,Wharton ,2, -   ,18, -   ,18, -   , -   , -   ,"3,231", -   ,"5,674",315, -   , -   ,"8,905", -   ,"6,346", -   ,"17,638", -   , -   , -   ,"23,985"
1130,SHAMROCK ISD,Educational Institution,SSFO,,1,16,Wheeler ,1, -   ,12, -   , -   , -   , -   , -   ,208, -   , -   , - , -   , -   ,208, -   ,401, -   , -   , -   , -   , -   ,401
1145,RAYMONDVILLE ISD,Educational Institution,SSFO,,5,1,Willacy ,5,17,24, -   ,24, -   , -   ,142,"2,643", -   ,"4,032",168, -   , -   ,"6,817",230,"5,107", -   ,"12,361", -   , -   , -   ,"17,699"
1146,SAN PERLITA ISD,Educational Institution,SSFO,,5,1,Willacy ,6, -   ,20, -   ,20, -   , -   , -   ,"1,607", -   ,"1,498",75, -   , -   ,"3,105", -   ,"3,125", -   ,"4,617", -   , -   , -   ,"7,742"
1147,FLORENCE ISD,Educational Institution,SSFO,,4,13,Williamson ,2, -   ,16, -   ,16, -   , -   , -   ,"1,207", -   ,"1,872",117, -   , -   ,"3,079", -   ,"2,336", -   ,"5,742", -   , -   , -   ,"8,078"
1148,GEORGETOWN ISD,Educational Institution,SSFO,,4,13,Williamson ,14, -   ,46, -   ,46, -   , -   , -   ,"23,494", -   ,"25,397",552, -   , -   ,"48,891", -   ,"46,159", -   ,"78,805", -   , -   , -   ,"124,965"
1149,GRANGER ISD,Educational Institution,SSFO,,4,13,Williamson ,1, -   ,15,15, -   , -   , -   , -   ,565,"1,188", -   , - , -   , -   ,"1,753", -   ,"1,090",974, -   , -   , -   , -   ,"2,065"
1150,HUTTO ISD,Educational Institution,SSFO,,4,13,Williamson ,7,17,45, -   ,45, -   , -   ,916,"6,235", -   ,"12,324",274, -   , -   ,"19,475","1,484","12,193", -   ,"38,261", -   , -   , -   ,"51,938"
1151,JARRELL ISD,Educational Institution,SSFO,,4,13,Williamson ,2,30, -   , -   ,30, -   , -   ,"1,049", -   , -   ,"1,734",58, -   , -   ,"2,783","1,703", -   , -   ,"5,322", -   , -   , -   ,"7,025"
1153,ROUND ROCK ISD,Educational Institution,SSFO,,4,13,Williamson ,20, -   ,43, -   ,43, -   , -   , -   ,"20,726", -   ,"17,641",410, -   , -   ,"38,367", -   ,"40,577", -   ,"54,376", -   , -   , -   ,"94,953"
1158,FLORESVILLE ISD,Educational Institution,SSFO,,4,20,Wilson ,8, -   ,28, -   ,30, -   , -   , -   ,"1,059", -   ,"2,252",75, -   , -   ,"3,311", -   ,"2,051", -   ,"6,954", -   , -   , -   ,"9,005"
1161,STOCKDALE ISD,Educational Institution,SSFO,,4,20,Wilson ,1, -   ,13, -   ,13, -   , -   , -   ,919, -   ,"1,163",89, -   , -   ,"2,082", -   ,"1,774", -   ,"3,559", -   , -   , -   ,"5,332"
1175,ALBA-GOLDEN ISD,Educational Institution,SSFO,,2,7,Wood ,1, -   , -   , -   ,16, -   , -   , -   , -   , -   ,290,18, -   , -   ,290, -   , -   , -   ,914, -   , -   , -   ,914
1179,GRAHAM ISD,Educational Institution,SSFO,,2,9,Young ,1, -   ,24, -   ,24, -   , -   , -   ,363, -   ,350,15, -   , -   ,713, -   ,701, -   ,"1,071", -   , -   , -   ,"1,772"
4129,EXCELLENCE IN LEADERSHIP ACADEMY,Educational Institution,SSFO,,5,1,Hidalgo ,1, -   ,17, -   ,17, -   , -   , -   ,425, -   ,492,29, -   , -   ,917, -   ,820, -   ,"1,506", -   , -   , -   ,"2,326"
